date,open,high,low,close
04-01-2022 10:53,17712.1,17712.4,17707.3,17708.4
04-01-2022 10:54,17708.8,17711.9,17705.6,17707.6
04-01-2022 10:55,17708.1,17708.5,17705.7,17706
04-01-2022 10:56,17705.2,17706,17703.6,17704.2
04-01-2022 10:57,17704.3,17706.4,17704,17705.9
04-01-2022 10:58,17706.2,17708.8,17706.2,17707.8
04-01-2022 10:59,17707.7,17712.4,17706.7,17711.2
04-01-2022 11:00,17711.4,17712.2,17706.4,17708.3
04-01-2022 11:01,17708.7,17714.3,17708.7,17714.3
04-01-2022 11:02,17713.9,17717.1,17713.9,17714.6
04-01-2022 11:03,17714.4,17716.8,17711.6,17711.9
04-01-2022 11:04,17711.5,17713.6,17708.4,17708.4
04-01-2022 11:05,17708.1,17709.5,17706.8,17707.3
04-01-2022 11:06,17706.5,17706.6,17703.1,17703.9
04-01-2022 11:07,17703.4,17708.8,17702.6,17707.8
04-01-2022 11:08,17708.6,17709.1,17703.7,17704.8
04-01-2022 11:09,17704.5,17706.2,17702.9,17704.2
04-01-2022 11:10,17704.3,17706.3,17702.5,17705.1
04-01-2022 11:11,17706.1,17706.1,17698,17698
04-01-2022 11:12,17697.3,17698.4,17694.2,17696
04-01-2022 11:13,17696.3,17700.3,17694.2,17698.8
04-01-2022 11:14,17698.3,17703.1,17692.4,17692.4
04-01-2022 11:15,17691.4,17692,17681.7,17685.3
04-01-2022 11:16,17686.6,17696.5,17686.6,17695.7
04-01-2022 11:17,17695.8,17699.8,17694,17699.6
04-01-2022 11:18,17699.2,17701.1,17698.7,17699.4
04-01-2022 11:19,17699.9,17701.4,17697.4,17697.4
04-01-2022 11:20,17696.8,17698.1,17694.3,17694.6
04-01-2022 11:21,17694,17695.8,17690.2,17690.9
04-01-2022 11:22,17691.8,17693.8,17690.1,17690.4
04-01-2022 11:23,17691.9,17692.8,17682.1,17682.7
04-01-2022 11:24,17682.5,17684.7,17669.9,17669.9
04-01-2022 11:25,17665.2,17680.2,17665.2,17678.6
04-01-2022 11:26,17679.2,17686.3,17679.2,17684.9
04-01-2022 11:27,17684.9,17686.2,17676.8,17676.8
04-01-2022 11:28,17676.8,17680.2,17675.8,17679.7
04-01-2022 11:29,17679.1,17687.7,17679,17685.2
04-01-2022 11:30,17684.8,17685.8,17681.1,17682.4
04-01-2022 11:31,17682.6,17689.9,17679.8,17688.9
04-01-2022 11:32,17688.7,17692.9,17687.8,17691.2
04-01-2022 11:33,17691.4,17695.2,17690.9,17691.6
04-01-2022 11:34,17691.9,17695.8,17690.7,17695.2
04-01-2022 11:35,17695.3,17696.3,17690.2,17690.4
04-01-2022 11:36,17690.8,17694.2,17690.1,17691.6
04-01-2022 11:37,17691.9,17695,17691.5,17693.3
04-01-2022 11:38,17693.2,17695.2,17692.5,17694
04-01-2022 11:39,17694.3,17702.9,17694.3,17702.8
04-01-2022 11:40,17702.7,17711.2,17702.7,17709.8
04-01-2022 11:41,17710.1,17710.7,17706.8,17707.6
04-01-2022 11:42,17707.8,17708,17705.9,17706.7
04-01-2022 11:43,17706.3,17710.8,17706.3,17710.5
04-01-2022 11:44,17709.2,17710.1,17707.7,17709.8
04-01-2022 11:45,17709.8,17711.1,17706.8,17706.9
04-01-2022 11:46,17707.1,17709.6,17704.2,17705.1
04-01-2022 11:47,17705.7,17706.4,17701.7,17701.7
04-01-2022 11:48,17701.1,17710,17701.1,17708
04-01-2022 11:49,17709.1,17709.4,17704.1,17704.1
04-01-2022 11:50,17703.8,17705.3,17702.4,17703.2
04-01-2022 11:51,17703.2,17706.9,17702.9,17706.1
04-01-2022 11:52,17706.2,17709.8,17706.2,17708.5
04-01-2022 11:53,17708.3,17710.7,17707.7,17710.3
04-01-2022 11:54,17710.2,17714.4,17710.2,17713.8
04-01-2022 11:55,17713.3,17715.3,17712.9,17714.7
04-01-2022 11:56,17714.7,17717.9,17714.7,17716.2
04-01-2022 11:57,17715.4,17716.5,17713.2,17713.2
04-01-2022 11:58,17713.2,17715.1,17710.6,17713.8
04-01-2022 11:59,17713.7,17715,17711.2,17713.2
04-01-2022 12:00,17712.4,17712.7,17708.7,17711.4
04-01-2022 12:01,17711.2,17712.9,17709.1,17709.1
04-01-2022 12:02,17710,17710.3,17706.7,17708.5
04-01-2022 12:03,17709.2,17719.4,17708.4,17719.2
04-01-2022 12:04,17720.1,17722.3,17717.8,17721.2
04-01-2022 12:05,17721.3,17722.2,17719.4,17720
04-01-2022 12:06,17720.1,17724.4,17719.4,17723.8
04-01-2022 12:07,17723.7,17725.3,17722.2,17723.8
04-01-2022 12:08,17724.5,17728.4,17724.4,17726.2
04-01-2022 12:09,17725.7,17730.7,17725.6,17729.1
04-01-2022 12:10,17728.9,17731.4,17728.8,17729.8
04-01-2022 12:11,17730.3,17730.9,17725.3,17727.2
04-01-2022 12:12,17726.8,17728.9,17725.8,17727.1
04-01-2022 12:13,17727.2,17729.4,17726.9,17727.9
04-01-2022 12:14,17727.5,17733.3,17727.5,17732.6
04-01-2022 12:15,17732.7,17734,17728.2,17728.5
04-01-2022 12:16,17728,17728,17724.1,17724.1
04-01-2022 12:17,17723.8,17724.9,17717.7,17718.8
04-01-2022 12:18,17719.4,17731.9,17719.3,17728.8
04-01-2022 12:19,17728.8,17729.8,17727.3,17727.3
04-01-2022 12:20,17727.6,17728.1,17725.7,17726.3
04-01-2022 12:21,17726.2,17726.8,17723.8,17724.9
04-01-2022 12:22,17724.5,17725.8,17720.9,17723
04-01-2022 12:23,17723.8,17725.9,17722.6,17725.1
04-01-2022 12:24,17725.5,17725.9,17722.2,17723.4
04-01-2022 12:25,17723.6,17726.2,17722.4,17723.8
04-01-2022 12:26,17723.9,17726.3,17721.9,17723.3
04-01-2022 12:27,17723.7,17726.9,17723.4,17725.1
04-01-2022 12:28,17724.4,17727.3,17723.9,17727
04-01-2022 12:29,17727.1,17728,17724.4,17724.4
04-01-2022 12:30,17724.6,17725.6,17718.2,17719.3
04-01-2022 12:31,17719.6,17730.9,17719.6,17727.4
04-01-2022 12:32,17728.6,17730.9,17726.4,17730.9
04-01-2022 12:33,17730.5,17736.5,17730.5,17735.3
04-01-2022 12:34,17735.3,17736.9,17734.1,17735.3
04-01-2022 12:35,17735.3,17737.2,17731.7,17734.1
04-01-2022 12:36,17733.4,17734.9,17730.3,17730.3
04-01-2022 12:37,17730.1,17731.6,17727.2,17729.6
04-01-2022 12:38,17730.3,17732.1,17728.1,17731.3
04-01-2022 12:39,17731.4,17733,17730.5,17732.3
04-01-2022 12:40,17732.1,17733.8,17730.4,17730.4
04-01-2022 12:41,17730.4,17732.9,17729.4,17731.4
04-01-2022 12:42,17731.8,17742.6,17731.7,17737
04-01-2022 12:43,17735.3,17740.1,17735.3,17738.4
04-01-2022 12:44,17738.8,17742.7,17738.2,17740.1
04-01-2022 12:45,17739.6,17743.9,17733,17733
04-01-2022 12:46,17732.5,17733.4,17725.9,17725.9
04-01-2022 12:47,17726.9,17727.6,17719.3,17719.7
04-01-2022 12:48,17720.2,17728.8,17720.2,17727.8
04-01-2022 12:49,17727.8,17729.1,17724.7,17725.7
04-01-2022 12:50,17725,17725.8,17721.3,17724.6
04-01-2022 12:51,17724.6,17726.4,17723.2,17725.1
04-01-2022 12:52,17724.8,17729.3,17722.8,17724.6
04-01-2022 12:53,17724.3,17727.8,17724.2,17727.1
04-01-2022 12:54,17727.4,17732.7,17727.4,17730.1
04-01-2022 12:55,17729.3,17733.1,17727.2,17728.3
04-01-2022 12:56,17728.2,17730.8,17727.4,17729.2
04-01-2022 12:57,17729.8,17731.3,17728.1,17728.2
04-01-2022 12:58,17728.2,17730.5,17728.1,17730.3
04-01-2022 12:59,17730.3,17734.6,17730.3,17734.1
04-01-2022 13:00,17733.8,17735.8,17731.6,17732.6
04-01-2022 13:01,17732.4,17733.1,17720.2,17722.8
04-01-2022 13:02,17723.3,17732.2,17722.7,17730.2
04-01-2022 13:03,17729.3,17732,17728.8,17730.6
04-01-2022 13:04,17730.4,17735.4,17730.4,17733
04-01-2022 13:05,17733.1,17734.2,17731.9,17732.2
04-01-2022 13:06,17732.3,17734.3,17731.3,17733.8
04-01-2022 13:07,17733.8,17738.3,17730,17730.2
04-01-2022 13:08,17731.1,17731.8,17723.8,17723.8
04-01-2022 13:09,17723.9,17726.4,17723.4,17725.4
04-01-2022 13:10,17725.8,17728.9,17721.7,17722.4
04-01-2022 13:11,17722.4,17726.2,17721.3,17721.6
04-01-2022 13:12,17721.4,17723.9,17720.9,17721.9
04-01-2022 13:13,17721.8,17722.4,17707.2,17712.3
04-01-2022 13:14,17710.9,17714.5,17710.9,17712.4
04-01-2022 13:15,17712.7,17712.8,17704.8,17706.6
04-01-2022 13:16,17706.2,17707.2,17699.3,17703.6
04-01-2022 13:17,17703.8,17704.2,17697.4,17701.3
04-01-2022 13:18,17701.4,17706.9,17701.4,17704.9
04-01-2022 13:19,17704.7,17705.2,17702.2,17703.6
04-01-2022 13:20,17702.8,17703.4,17698.8,17698.9
04-01-2022 13:21,17700,17700.7,17696,17699.7
04-01-2022 13:22,17700.4,17712.9,17700.4,17712.9
04-01-2022 13:23,17713.1,17717.8,17712.9,17717.1
04-01-2022 13:24,17717.1,17720.6,17717.1,17717.4
04-01-2022 13:25,17717.1,17719.1,17713.7,17714.4
04-01-2022 13:26,17714.7,17715.2,17711.4,17713.4
04-01-2022 13:27,17713.4,17715.5,17712.1,17714.8
04-01-2022 13:28,17715.1,17717.1,17713.7,17716.1
04-01-2022 13:29,17716.2,17717.3,17714.1,17715.8
04-01-2022 13:30,17716.3,17721.7,17716.1,17720.7
04-01-2022 13:31,17720,17721.2,17713.9,17716.4
04-01-2022 13:32,17716.4,17716.7,17713.2,17714.3
04-01-2022 13:33,17713.6,17714.2,17706.9,17706.9
04-01-2022 13:34,17707.4,17713.6,17707.4,17709.2
04-01-2022 13:35,17708.8,17710,17702.5,17702.7
04-01-2022 13:36,17702.4,17703.2,17697.4,17698.9
04-01-2022 13:37,17698.8,17703.5,17694.3,17694.6
04-01-2022 13:38,17694.4,17699.5,17694.3,17696.5
04-01-2022 13:39,17696.4,17699.1,17695.8,17695.8
04-01-2022 13:40,17695.8,17702.3,17694.6,17698.8
04-01-2022 13:41,17699.3,17701.2,17696.3,17697.1
04-01-2022 13:42,17697.2,17697.4,17685.4,17685.7
04-01-2022 13:43,17685.8,17688.2,17681.7,17682.1
04-01-2022 13:44,17681.8,17683.7,17678.6,17678.6
04-01-2022 13:45,17678.1,17678.9,17669.9,17673.7
04-01-2022 13:46,17673.2,17685.1,17670.9,17683.2
04-01-2022 13:47,17683.8,17688.2,17682.3,17682.5
04-01-2022 13:48,17683.2,17683.8,17675.7,17676.1
04-01-2022 13:49,17675.9,17685.3,17675,17684.7
04-01-2022 13:50,17684.1,17687.8,17682.5,17687.3
04-01-2022 13:51,17687.8,17694.9,17687.8,17694.1
04-01-2022 13:52,17693.9,17700.2,17693.9,17700.2
04-01-2022 13:53,17700.2,17701.2,17697.9,17699.2
04-01-2022 13:54,17698.2,17702.3,17698.2,17702.1
04-01-2022 13:55,17702.2,17703.3,17699.4,17701.1
04-01-2022 13:56,17702.1,17704.1,17700.2,17703.4
04-01-2022 13:57,17702.3,17708.8,17702.3,17708
04-01-2022 13:58,17708.4,17711.4,17707.9,17709.5
04-01-2022 13:59,17708.8,17710.7,17707.2,17708.5
04-01-2022 14:00,17709.2,17713.2,17709.2,17711.7
04-01-2022 14:01,17710.3,17711.6,17708.9,17708.9
04-01-2022 14:02,17708.5,17715.3,17708.5,17714.4
04-01-2022 14:03,17714.6,17720.4,17714.6,17720.4
04-01-2022 14:04,17720.9,17726.8,17720.6,17726.2
04-01-2022 14:05,17725.5,17726.2,17722.8,17723.1
04-01-2022 14:06,17723.2,17725.4,17723.2,17724.5
04-01-2022 14:07,17724.8,17725.4,17721.9,17722.7
04-01-2022 14:08,17722.8,17730.8,17722.8,17729.8
04-01-2022 14:09,17729.8,17730.7,17726.8,17727.4
04-01-2022 14:10,17727.3,17728.8,17725.6,17727.8
04-01-2022 14:11,17727.2,17728.7,17725.2,17726.1
04-01-2022 14:12,17725.6,17727.1,17721.2,17721.2
04-01-2022 14:13,17720.9,17724.1,17720.4,17722.4
04-01-2022 14:14,17722.4,17726,17721.9,17725.9
04-01-2022 14:15,17725.4,17731.8,17725.4,17731.3
04-01-2022 14:16,17731.4,17732.6,17729.9,17729.9
04-01-2022 14:17,17729.9,17733.9,17729.8,17732.9
04-01-2022 14:18,17733.2,17735.1,17730.3,17733.8
04-01-2022 14:19,17733.4,17736.7,17731.5,17733
04-01-2022 14:20,17732.7,17734.1,17731.4,17731.4
04-01-2022 14:21,17732.1,17737.1,17731.2,17735.6
04-01-2022 14:22,17735.1,17737.7,17734.4,17736.8
04-01-2022 14:23,17736.6,17737.8,17735.6,17736.9
04-01-2022 14:24,17737.2,17741.8,17736.2,17741.8
04-01-2022 14:25,17742.6,17746.8,17739.2,17740.8
04-01-2022 14:26,17740.8,17742.7,17734.7,17739.3
04-01-2022 14:27,17739.3,17739.5,17733.6,17735.1
04-01-2022 14:28,17733.8,17740.5,17733.7,17740.5
04-01-2022 14:29,17740.3,17743.5,17740.3,17741.7
04-01-2022 14:30,17741.4,17751.1,17741.1,17750
04-01-2022 14:31,17749.8,17753,17747.6,17751.1
04-01-2022 14:32,17750.9,17750.9,17748.3,17749.6
04-01-2022 14:33,17749.2,17749.6,17744.7,17747.3
04-01-2022 14:34,17747.2,17750.1,17746.8,17748.3
04-01-2022 14:35,17748.3,17748.9,17746.9,17748.2
04-01-2022 14:36,17747.9,17755.8,17747.9,17754.2
04-01-2022 14:37,17753.9,17757.4,17753.9,17754.8
04-01-2022 14:38,17754.9,17761.1,17754.9,17759.6
04-01-2022 14:39,17760.2,17768.9,17760.2,17768.2
04-01-2022 14:40,17768.2,17771.6,17764.7,17764.8
04-01-2022 14:41,17765.1,17766.2,17761.9,17763.2
04-01-2022 14:42,17763.6,17768.3,17762.8,17766.9
04-01-2022 14:43,17767.4,17769.9,17767.1,17768.2
04-01-2022 14:44,17768.2,17770.5,17766.6,17770
04-01-2022 14:45,17769.8,17778.4,17769.8,17775.2
04-01-2022 14:46,17775.2,17776.6,17770.7,17772
04-01-2022 14:47,17772.8,17773.6,17765.5,17770.2
04-01-2022 14:48,17770.8,17773.6,17768.5,17773.2
04-01-2022 14:49,17772.7,17773.7,17768.7,17768.7
04-01-2022 14:50,17768.7,17770.8,17766.4,17770.3
04-01-2022 14:51,17770,17777.3,17769.9,17776.4
04-01-2022 14:52,17775.3,17776.1,17773,17774.5
04-01-2022 14:53,17773.8,17777.1,17773.8,17774.1
04-01-2022 14:54,17773.9,17777.1,17773.6,17775.1
04-01-2022 14:55,17775.3,17777.4,17775.3,17776.9
04-01-2022 14:56,17777,17777.2,17774.2,17777
04-01-2022 14:57,17777.4,17781.1,17777,17777.1
04-01-2022 14:58,17777.2,17785.4,17775.8,17783.8
04-01-2022 14:59,17783.4,17790.6,17782.9,17788.8
04-01-2022 15:00,17787.8,17794.6,17785.4,17786.7
04-01-2022 15:01,17788.6,17796.9,17788.5,17793.1
04-01-2022 15:02,17792.8,17797.1,17792.8,17796.2
04-01-2022 15:03,17796.3,17798.9,17794.1,17794.1
04-01-2022 15:04,17794.5,17796.6,17792.2,17793.1
04-01-2022 15:05,17793.8,17795.6,17788.8,17795.6
04-01-2022 15:06,17796.1,17797.9,17793.2,17794.6
04-01-2022 15:07,17794.9,17794.9,17787.7,17789.7
04-01-2022 15:08,17790.3,17792,17788.5,17789.6
04-01-2022 15:09,17790,17793.4,17789.7,17792.5
04-01-2022 15:10,17792.6,17795.1,17789.8,17793.8
04-01-2022 15:11,17794.2,17794.2,17787.2,17789.9
04-01-2022 15:12,17790.3,17792.7,17790.1,17791.4
04-01-2022 15:13,17791.7,17795,17791.1,17794.2
04-01-2022 15:14,17794.4,17798.9,17794.4,17797.6
04-01-2022 15:15,17798.2,17799.1,17793.6,17795.3
04-01-2022 15:16,17795.7,17808.3,17794.2,17805.2
04-01-2022 15:17,17805.7,17814.1,17805.7,17812.9
04-01-2022 15:18,17814.1,17817,17811.8,17813.1
04-01-2022 15:19,17813.9,17817.6,17813.2,17816.2
04-01-2022 15:20,17816.7,17823.9,17815.7,17822.7
04-01-2022 15:21,17822.5,17827.6,17817.5,17827.3
04-01-2022 15:22,17826.2,17826.2,17817,17820
04-01-2022 15:23,17819.4,17819.9,17816.4,17817.2
04-01-2022 15:24,17816.5,17820.2,17814.3,17819.3
04-01-2022 15:25,17820.1,17820.1,17814.6,17814.6
04-01-2022 15:26,17815.4,17815.8,17808.2,17810.4
04-01-2022 15:27,17811.1,17814.5,17809.6,17813.1
04-01-2022 15:28,17813.6,17814.2,17804.7,17807.4
04-01-2022 15:29,17806.5,17810.6,17804.9,17807.3
05-01-2022 09:15,17820.1,17823.2,17771.7,17786.2
05-01-2022 09:16,17787.2,17814.8,17787.2,17808.1
05-01-2022 09:17,17810.6,17812.9,17793.1,17800
05-01-2022 09:18,17798.4,17816.6,17792.4,17816.4
05-01-2022 09:19,17815.7,17823.9,17813.6,17823.3
05-01-2022 09:20,17821,17828.1,17815.3,17818.6
05-01-2022 09:21,17818.2,17820.8,17804.8,17820.4
05-01-2022 09:22,17819.9,17819.9,17809.2,17814.6
05-01-2022 09:23,17814.1,17816.2,17812.2,17813.7
05-01-2022 09:24,17813.2,17823.5,17813.2,17823.2
05-01-2022 09:25,17822.7,17824.2,17814.8,17821.6
05-01-2022 09:26,17820.2,17820.2,17810.3,17816.2
05-01-2022 09:27,17817,17822.6,17812.7,17821.8
05-01-2022 09:28,17822.5,17829.7,17822.2,17827.9
05-01-2022 09:29,17828,17828,17817.9,17822.1
05-01-2022 09:30,17821.9,17822.8,17787.2,17789.3
05-01-2022 09:31,17789.8,17791,17777.1,17780.4
05-01-2022 09:32,17780.4,17790.7,17776.9,17790.3
05-01-2022 09:33,17791.8,17799.7,17791.6,17791.6
05-01-2022 09:34,17791.5,17791.5,17779.9,17781.4
05-01-2022 09:35,17781.8,17788.1,17777.8,17779
05-01-2022 09:36,17779.5,17782.1,17774.4,17774.4
05-01-2022 09:37,17774.3,17780.6,17768.1,17773.5
05-01-2022 09:38,17774.5,17775.2,17764.9,17765.8
05-01-2022 09:39,17765.3,17765.5,17752.7,17753.6
05-01-2022 09:40,17752.3,17771.7,17748.8,17771.7
05-01-2022 09:41,17772.3,17780.7,17771.6,17780.7
05-01-2022 09:42,17779.6,17785.9,17774.2,17785.7
05-01-2022 09:43,17786.3,17797.6,17782.9,17797.1
05-01-2022 09:44,17796.9,17798.1,17792.3,17796.5
05-01-2022 09:45,17796.4,17805.7,17795.4,17805.4
05-01-2022 09:46,17805.8,17815.5,17804.8,17815.4
05-01-2022 09:47,17815.6,17825.2,17815.6,17825.2
05-01-2022 09:48,17825,17826.2,17820.7,17821.7
05-01-2022 09:49,17821.3,17822.6,17813.9,17814.3
05-01-2022 09:50,17815.1,17821.6,17810.3,17821.3
05-01-2022 09:51,17821.7,17821.7,17817.8,17820
05-01-2022 09:52,17819.9,17819.9,17815.2,17819.7
05-01-2022 09:53,17819.6,17820.2,17816.2,17817.3
05-01-2022 09:54,17817.2,17819.1,17812.2,17819.1
05-01-2022 09:55,17819.8,17820.8,17816.7,17817.1
05-01-2022 09:56,17816.9,17827.2,17816.1,17826.4
05-01-2022 09:57,17826.6,17828.1,17825.2,17825.7
05-01-2022 09:58,17826.1,17833.7,17826.1,17833.4
05-01-2022 09:59,17833.7,17843.3,17833.7,17842.8
05-01-2022 10:00,17842.2,17844,17834.4,17835.7
05-01-2022 10:01,17835.5,17838.5,17835.5,17837.5
05-01-2022 10:02,17838.4,17838.4,17834.5,17835.3
05-01-2022 10:03,17835.3,17842.2,17833.5,17841.7
05-01-2022 10:04,17841.4,17842.7,17838.9,17839.4
05-01-2022 10:05,17839.6,17840.1,17828.2,17828.2
05-01-2022 10:06,17829.1,17833.2,17825.7,17827.6
05-01-2022 10:07,17828.4,17840.9,17828.4,17839.3
05-01-2022 10:08,17838.8,17838.8,17832.7,17836.1
05-01-2022 10:09,17836.2,17843.2,17833.6,17842.2
05-01-2022 10:10,17841.8,17854.1,17841.7,17852.7
05-01-2022 10:11,17850.7,17851,17846.3,17847.1
05-01-2022 10:12,17847.1,17849.8,17846,17849.5
05-01-2022 10:13,17849.5,17851.2,17847.3,17849.3
05-01-2022 10:14,17849.8,17849.8,17844.3,17845.8
05-01-2022 10:15,17845.7,17850.8,17842.5,17845
05-01-2022 10:16,17844.8,17848.1,17842.7,17842.7
05-01-2022 10:17,17841.4,17846.1,17840.4,17845.3
05-01-2022 10:18,17845.4,17853.4,17845.4,17850.4
05-01-2022 10:19,17850.6,17851.4,17847.2,17847.9
05-01-2022 10:20,17847.9,17849.4,17843.1,17844.1
05-01-2022 10:21,17843.7,17843.7,17838.9,17841.6
05-01-2022 10:22,17841,17841,17833.2,17836.2
05-01-2022 10:23,17835,17835.7,17826,17827.2
05-01-2022 10:24,17827,17835.2,17827,17832.7
05-01-2022 10:25,17831.7,17832.2,17826.9,17831.3
05-01-2022 10:26,17831.7,17832.9,17829.7,17831.8
05-01-2022 10:27,17830.9,17836.2,17830.2,17835.6
05-01-2022 10:28,17836.6,17841.2,17835.7,17835.8
05-01-2022 10:29,17835.8,17835.8,17824.2,17824.2
05-01-2022 10:30,17824.2,17827,17822.7,17823.8
05-01-2022 10:31,17823.4,17832.6,17823.4,17831.9
05-01-2022 10:32,17832.1,17837.4,17830.8,17836.1
05-01-2022 10:33,17835.7,17836.9,17823.4,17825.3
05-01-2022 10:34,17824.4,17826.1,17821.1,17824.2
05-01-2022 10:35,17824.4,17829.3,17823.9,17826.9
